object_id,item_id,artist_id,artist_display_name,title,style,medium,culture,department,classification,object_date,price,quality,popularity_prior,freshness,margin,margin_pct,availability,is_public_domain,object_name,artist_nationality,period,tags,dominant_hue,palette,description,embedding
100055,item_0055,artist_038,Mila Ito,Portrait of Mirror Lake,modern,Gouache on board,Italian,European Paintings,Paintings,1888,206.01,1.1173,0.1927,0.3954,97.96,0.4755,1,True,Painting,Italian,19th century,flowers|gold|green|nature,green,cool,"Portrait of Mirror Lake is a modern gouache on board work with a cool palette and tags flowers, nature, gold, green.","[-0.4995409333208918, -0.2265687971514863, 0.5308310583652969, 0.07968273349089587, -0.07899396731628812, 0.11528232028371083, -0.40982291473368926, 0.47276802216068115]"
100056,item_0056,artist_026,Mila Bellamy,Memory of Mirror Lake,impressionism,Gouache on board,British,Photographs,Prints,2001,243.74,-0.6811,0.3337,0.9293,139.64,0.5729,1,True,Painting,British,21th century,flowers|gold|red|urban,red,high-contrast,"Memory of Mirror Lake is a impressionism gouache on board work with a high-contrast palette and tags urban, flowers, gold, red.","[0.053458489242407925, 0.6462395476857479, -0.02441026915828412, 0.3917465522256973, -0.18399498974187362, 0.4898991538938519, -0.01092392934450217, -0.3892052724959463]"
100057,item_0057,artist_032,Jonas Silva,Composition in Harbor Light,modern,Pastel on paper,Japanese,Asian Art,Prints,1961,184.35,0.0269,0.3723,0.3381,95.02,0.5154,1,True,Painting,Japanese,20th century,dreamlike|geometry|green|sea,green,neutral,"Composition in Harbor Light is a modern pastel on paper work with a neutral palette and tags sea, dreamlike, geometry, green.","[0.3302342523457639, 0.17879948008936525, 0.29404648799069383, -0.020050802803350268, -0.001513975010087618, -0.4868053192252018, 0.6318064570187656, 0.36871344052930716]"
100058,item_0058,artist_029,Thomas Bellamy,View of Falling City,surrealism,Ink on paper,Japanese,Photographs,Photography,1946,450.24,0.6352,0.3528,0.6746,240.0,0.5331,1,True,Painting,Japanese,20th century,flowers|gold|minimal|white,white,neutral,"View of Falling City is a surrealism ink on paper work with a neutral palette and tags flowers, gold, minimal, white.","[-0.1945323210865052, 0.19501042486478246, 0.4765929174103766, 0.3149120323213998, 0.020308930257097797, -0.22033393247035746, 0.23780111709923651, 0.7016472378234472]"
100059,item_0059,artist_002,Ari Valette,Silence in Evening Field,surrealism,Gouache on board,Japanese,Modern and Contemporary Art,Photography,1969,215.76,2.0,0.3605,0.4844,86.48,0.4008,1,True,Painting,Japanese,20th century,black|figure,black,cool,"Silence in Evening Field is a surrealism gouache on board work with a cool palette and tags figure, black.","[0.7428081483894352, 0.08468479719573839, -0.2787377249514745, -0.2070517482970542, -0.13707462702130502, 0.18149797863421668, 0.2237180637475348, 0.46767365858212445]"
100060,item_0060,artist_030,Elena Morel,Study of Quiet Street,surrealism,Mixed media,Japanese,Modern and Contemporary Art,Paintings,1986,263.27,1.0471,0.4323,0.3201,90.01,0.3419,1,True,Painting,Japanese,20th century,figure|nature|night|white,white,neutral,"Study of Quiet Street is a surrealism mixed media work with a neutral palette and tags nature, figure, night, white.","[-0.09285472038313852, -0.6019814749501264, 0.14402925686665274, 0.23349136100682394, -0.1743210329072394, 0.5678532404515931, -0.44222417875690573, 0.07298158354022634]"
100061,item_0061,artist_015,Leila Ito,View of Mirror Lake,landscape,Pastel on paper,Dutch,European Paintings,Paintings,1908,215.55,1.1727,0.2699,0.9288,124.82,0.5791,1,True,Painting,Dutch,20th century,minimal|nature|white,white,neutral,"View of Mirror Lake is a landscape pastel on paper work with a neutral palette and tags nature, minimal, white.","[0.5729151625383871, 0.5354918086904911, -0.24272574527327803, 0.15357646388373816, 0.19168956982827318, 0.10114451186127175, 0.4331615032994633, -0.26059782997345027]"
100062,item_0062,artist_020,Thomas Mercer,Light over Quiet Street,impressionism,Gouache on board,British,European Paintings,Paintings,1995,488.16,-0.4938,0.0517,0.5001,158.95,0.3256,1,True,Painting,British,20th century,gold|green,green,warm,"Light over Quiet Street is a impressionism gouache on board work with a warm palette and tags gold, green.","[-0.37544401246480097, 0.8199433663894682, -0.13562842980924616, 0.10048248170011885, -0.013606474435546453, 0.13833682310349638, 0.022277540511449805, -0.3720542524502253]"
100063,item_0063,artist_031,Leila Hart,Memory of Quiet Street,modern,Oil on canvas,Dutch,Asian Art,Drawings,1950,207.75,-0.0372,0.2634,0.6417,56.41,0.2715,1,True,Painting,Dutch,20th century,dreamlike|gold|portrait,gold,earth,"Memory of Quiet Street is a modern oil on canvas work with a earth palette and tags portrait, dreamlike, gold.","[-0.10159723285753561, 0.6559976833173129, 0.6471070417181412, 0.13584042287287876, 0.325443223903459, 0.07542809063143754, -0.08182555075775685, -0.06202247318357695]"
100064,item_0064,artist_037,Jonas Khan,Portrait of Red Horizon,surrealism,Acrylic on canvas,American,Asian Art,Prints,1949,359.19,-1.0534,0.0645,0.5614,161.64,0.45,1,True,Painting,American,20th century,figure|gold|portrait,gold,neutral,"Portrait of Red Horizon is a surrealism acrylic on canvas work with a neutral palette and tags figure, portrait, gold.","[0.2266463572475587, 0.08570116679716815, 0.2468498574697839, -0.7163657163791132, 0.5165428617663204, -0.034526383524522086, 0.2741001996468643, 0.15502428051068845]"
100065,item_0065,artist_018,Noah Dubois,Composition in Golden Figure,surrealism,Mixed media,Dutch,Drawings and Prints,Prints,1986,812.71,-1.1463,0.266,0.4269,464.92,0.5721,1,True,Painting,Dutch,20th century,blue|sea|white,white,warm,"Composition in Golden Figure is a surrealism mixed media work with a warm palette and tags blue, sea, white.","[0.7511602308987484, -0.01800810028431485, 0.06285122194086018, 0.32837009277428836, 0.3455195681370039, 0.3709928336510095, 0.19962787293562664, 0.16366453076842713]"
100066,item_0066,artist_014,Noah Khan,Fragments of Mirror Lake,abstract,Pastel on paper,British,Modern and Contemporary Art,Prints,1920,173.4,1.3757,0.1558,0.5978,76.9,0.4435,1,True,Painting,British,20th century,dreamlike|figure|nature|white,white,cool,"Fragments of Mirror Lake is a abstract pastel on paper work with a cool palette and tags nature, dreamlike, figure, white.","[0.8272069777624612, 0.11436692546343326, -0.061568537630946, 0.2431121195195604, 0.29994662430974844, -0.3095636449623049, 0.1506452963586097, 0.17681346369870943]"
100067,item_0067,artist_018,Noah Dubois,Study of Glass Room,surrealism,Watercolor on paper,Spanish,Modern and Contemporary Art,Paintings,1936,482.53,-0.3248,0.01,0.5808,236.0,0.4891,1,True,Painting,Spanish,20th century,minimal|red,red,neutral,"Study of Glass Room is a surrealism watercolor on paper work with a neutral palette and tags minimal, red.","[-0.1896463340847451, -0.41192827554422806, -0.12222885635152511, -0.25309770558778494, 0.31410586918712374, 0.1931708563163552, -0.1316382866316026, 0.7496965425716152]"
100068,item_0068,artist_030,Elena Morel,Echoes of Red Horizon,portrait,Watercolor on paper,Japanese,Modern and Contemporary Art,Prints,1914,120.36,-0.2807,0.0386,0.3133,58.83,0.4888,1,True,Painting,Japanese,20th century,green|nature|urban,green,neutral,"Echoes of Red Horizon is a portrait watercolor on paper work with a neutral palette and tags nature, urban, green.","[0.49881988301129315, 0.2032034997235496, 0.2143185123357115, 0.3075265536520942, 0.2734783673486422, 0.7019066847958113, 0.03754865499623872, -0.022555305802902638]"
100069,item_0069,artist_016,Leila Morel,Echoes of Falling City,landscape,Oil on canvas,Japanese,Asian Art,Paintings,1952,135.98,0.3198,0.2171,0.6925,35.97,0.2645,1,True,Painting,Japanese,20th century,dreamlike|figure|flowers|green,green,earth,"Echoes of Falling City is a landscape oil on canvas work with a earth palette and tags flowers, figure, dreamlike, green.","[-0.32914248035552024, 0.3128930462047778, -0.3267675257778459, -0.07471120659152691, 0.18294297171575366, -0.3220636963869084, 0.5893671920803141, -0.4436863141104421]"
100070,item_0070,artist_004,Sofia Ito,Light over Blue Garden,contemporary,Ink on paper,Dutch,Drawings and Prints,Drawings,1989,401.31,0.7472,0.1175,0.8273,219.67,0.5474,1,True,Painting,Dutch,20th century,green|urban,green,high-contrast,"Light over Blue Garden is a contemporary ink on paper work with a high-contrast palette and tags urban, green.","[0.1874810160107969, -0.09798250011438528, 0.13844321221999334, 0.7475470361895551, -0.4473527630987184, 0.39664119315864915, -0.1038358106537908, -0.09500840223130753]"
100071,item_0071,artist_024,Mila Mercer,Light over Summer Window,minimalist,Oil on canvas,French,Photographs,Drawings,2023,272.55,1.4595,0.0505,0.6565,96.36,0.3536,1,True,Painting,French,21th century,architecture|sea|white,white,high-contrast,"Light over Summer Window is a minimalist oil on canvas work with a high-contrast palette and tags sea, architecture, white.","[0.5275462750432, 0.12895402492218452, -0.18073300668408052, -0.08708400026441089, 0.5214117620265766, 0.3011561994368669, 0.39923415965384984, -0.3779742679655714]"
100072,item_0072,artist_023,Ari Dubois,Composition in Mirror Lake,landscape,Ink on paper,Italian,Drawings and Prints,Paintings,1977,385.57,1.0311,0.3498,0.31,146.37,0.3796,1,True,Painting,Italian,20th century,dreamlike|red,red,cool,"Composition in Mirror Lake is a landscape ink on paper work with a cool palette and tags dreamlike, red.","[0.5550966229173478, -0.3752395784916776, -0.24247131127780625, -0.19995112681106705, -0.06733687305303858, -0.25874580118797963, 0.5795479280516033, -0.21196877577414153]"
100073,item_0073,artist_005,Jonas Mercer,Study of Evening Field,portrait,Watercolor on paper,French,European Paintings,Photography,1890,172.12,1.314,0.0969,0.2548,77.63,0.451,1,True,Painting,French,19th century,black|minimal,black,cool,"Study of Evening Field is a portrait watercolor on paper work with a cool palette and tags minimal, black.","[0.18545115248976066, 0.04268003095177809, -0.30134988711087507, -0.4384647023858482, 0.2785684470176338, 0.3326938335309795, 0.03597183856808528, 0.700816448229865]"
100074,item_0074,artist_037,Jonas Khan,Fragments of Golden Figure,modern,Oil on canvas,Japanese,Photographs,Drawings,1969,107.97,-0.7043,0.2754,0.5207,55.35,0.5127,0,True,Painting,Japanese,20th century,minimal|red,red,cool,"Fragments of Golden Figure is a modern oil on canvas work with a cool palette and tags minimal, red.","[0.05642021599379461, -0.298262596105963, 0.7532451661345425, -0.20999563428267254, 0.14399037168810336, 0.2005469622587264, 0.23186297959964708, -0.4262240988289341]"
100075,item_0075,artist_001,Leila Valette,Memory of Red Horizon,modern,Watercolor on paper,Japanese,Modern and Contemporary Art,Paintings,1945,355.42,-0.5071,0.1298,0.1775,80.09,0.2253,1,True,Painting,Japanese,20th century,blue|night|urban|violet,violet,cool,"Memory of Red Horizon is a modern watercolor on paper work with a cool palette and tags night, blue, urban, violet.","[0.7419532153587945, 0.0747922440137909, 0.49556298781256525, -0.11453458763980578, 0.1380849553901694, -0.13052998431099944, 0.34710880100178776, 0.16917637945147046]"
100076,item_0076,artist_023,Ari Dubois,Echoes of Summer Window,landscape,Gouache on board,American,Asian Art,Photography,2013,99.46,0.5078,0.1813,0.2656,43.14,0.4337,1,True,Painting,American,21th century,gold|sea,gold,earth,"Echoes of Summer Window is a landscape gouache on board work with a earth palette and tags sea, gold.","[0.11648505401673158, 0.604850375817865, -0.07365070020999658, -0.15960328527395182, 0.1299801198425485, -0.6197800014575874, 0.42467351363321826, -0.09121373247188733]"
100077,item_0077,artist_006,Elena Valette,Light over Blue Garden,minimalist,Oil on canvas,Italian,Asian Art,Photography,1903,124.99,0.3024,0.1077,0.3418,59.55,0.4765,1,True,Painting,Italian,20th century,gold|night,gold,high-contrast,"Light over Blue Garden is a minimalist oil on canvas work with a high-contrast palette and tags night, gold.","[0.2647036261085689, -0.42645159111196584, 0.1840749128662019, -0.30385707185629474, 0.7077293775811029, -0.2486961099750383, -0.18131314890365277, -0.1620285488890952]"
100078,item_0078,artist_024,Mila Mercer,Portrait of Glass Room,modern,Gouache on board,Dutch,Photographs,Prints,2014,170.77,0.8786,0.3162,0.0541,70.19,0.411,1,True,Painting,Dutch,21th century,flowers|gold|minimal|nature,gold,earth,"Portrait of Glass Room is a modern gouache on board work with a earth palette and tags flowers, nature, minimal, gold.","[-0.48170429775859397, -0.3386671774461196, 0.47288321916674764, -0.041688120758217824, 0.32095370902084125, -0.16450696089643738, -0.3798886563233472, 0.39181610260121297]"
100079,item_0079,artist_025,Leila Silva,Silence in Mirror Lake,contemporary,Acrylic on canvas,Italian,Drawings and Prints,Photography,1994,110.31,-2.0,0.0846,0.5992,53.24,0.4827,1,True,Painting,Italian,20th century,dreamlike|green|portrait,green,high-contrast,"Silence in Mirror Lake is a contemporary acrylic on canvas work with a high-contrast palette and tags dreamlike, portrait, green.","[0.13628904810520936, -0.34579991615342304, -0.010762132120975973, -0.10209098178154354, 0.7167654453533657, -0.4150059809115553, -0.013944791667716292, 0.4063646085559439]"
100080,item_0080,artist_006,Elena Valette,Composition in Summer Window,surrealism,Pastel on paper,American,European Paintings,Photography,1900,417.06,-0.6405,0.1736,0.4305,213.63,0.5122,1,True,Painting,American,20th century,black|garden|movement|night,black,neutral,"Composition in Summer Window is a surrealism pastel on paper work with a neutral palette and tags movement, garden, night, black.","[0.30143455813367565, -0.46353767420224884, -0.11789579786192225, -0.025607664534565127, 0.267069293781433, 0.40887780241756283, 0.3520380141843675, 0.5632734955007955]"
100081,item_0081,artist_006,Elena Valette,Silence in Blue Garden,portrait,Watercolor on paper,Dutch,Drawings and Prints,Prints,2008,155.21,0.2825,0.0779,0.4034,62.5,0.4027,1,True,Painting,Dutch,21th century,figure|red,red,earth,"Silence in Blue Garden is a portrait watercolor on paper work with a earth palette and tags figure, red.","[0.052997826534311725, -0.23029185743772307, 0.3727207239162529, -0.28149451151828836, -0.3810735058373774, 0.6735006035278254, 0.33225887226613854, -0.12954132070222832]"
100082,item_0082,artist_038,Mila Ito,Composition in Harbor Light,portrait,Ink on paper,French,Asian Art,Paintings,1964,353.67,-0.8537,0.298,0.1246,81.49,0.2304,1,True,Painting,French,20th century,blue|green|night,green,neutral,"Composition in Harbor Light is a portrait ink on paper work with a neutral palette and tags night, blue, green.","[-0.06298749253874311, 0.16113621416830975, 0.3075200809269665, -0.14648891299232716, 0.009690947314112838, 0.7840472055528737, 0.45182092257377254, 0.18728057175428184]"
100083,item_0083,artist_033,Sofia Bellamy,Composition in Quiet Street,landscape,Gouache on board,Spanish,European Paintings,Paintings,1972,196.68,0.8886,0.2554,0.1798,69.91,0.3554,1,True,Painting,Spanish,20th century,gold|night,gold,cool,"Composition in Quiet Street is a landscape gouache on board work with a cool palette and tags night, gold.","[-0.11521120115400789, -0.5579455255258408, 0.3799956579900081, 0.12657896654278475, 0.11066839366703535, 0.3485981531033305, 0.3550321095280983, 0.5051616265363268]"
100084,item_0084,artist_005,Jonas Mercer,Study of Quiet Street,impressionism,Acrylic on canvas,Japanese,Photographs,Paintings,2009,234.25,1.8114,0.1808,0.6564,88.9,0.3795,1,True,Painting,Japanese,21th century,flowers|geometry|gold|portrait,gold,neutral,"Study of Quiet Street is a impressionism acrylic on canvas work with a neutral palette and tags geometry, flowers, portrait, gold.","[-0.16106791975684975, 0.4196711519327489, -0.3689268568622763, 0.12226626125089478, 0.17893560574786732, 0.5688467729168425, 0.26593372690613615, -0.4696294657635657]"
100085,item_0085,artist_033,Sofia Bellamy,View of Evening Field,impressionism,Oil on canvas,British,Photographs,Photography,1899,704.49,-1.4499,0.0581,0.1963,166.51,0.2364,1,True,Painting,British,19th century,gold|portrait,gold,neutral,"View of Evening Field is a impressionism oil on canvas work with a neutral palette and tags gold, portrait.","[-0.26142435858837304, 0.5924030113379712, -0.4304739449836786, 0.2212562921005735, 0.44461172189203313, -0.15818530435268346, -0.3412492142565921, 0.08544361753927834]"
100086,item_0086,artist_027,Amira Dubois,Portrait of Harbor Light,modern,Watercolor on paper,American,European Paintings,Photography,1943,112.73,2.0,0.0932,0.6337,30.04,0.2665,1,True,Painting,American,20th century,black|dreamlike|figure|movement,black,cool,"Portrait of Harbor Light is a modern watercolor on paper work with a cool palette and tags movement, figure, dreamlike, black.","[-0.09441515999457434, -0.4013578469112859, 0.7380211838351225, 0.3971627334889963, -0.17740352394333525, 0.2756003480744734, -0.13537232458457166, 0.04278927911129437]"
100087,item_0087,artist_036,Ari Morel,Silence in Blue Garden,abstract,Mixed media,American,Drawings and Prints,Photography,1959,417.54,-0.4318,0.0932,0.6954,198.51,0.4754,1,True,Painting,American,20th century,flowers|gold,gold,high-contrast,"Silence in Blue Garden is a abstract mixed media work with a high-contrast palette and tags flowers, gold.","[0.5392899254649599, -0.0016811797273631657, 0.3132837941945368, 0.2663759010997502, -0.1549855588951039, 0.22625458171255192, 0.162807784664986, -0.6620745115014824]"
100088,item_0088,artist_027,Amira Dubois,Fragments of Mirror Lake,modern,Pastel on paper,Spanish,Drawings and Prints,Paintings,1987,290.77,-1.4108,0.0653,0.7698,89.44,0.3076,1,True,Painting,Spanish,20th century,black|flowers|nature|portrait,black,warm,"Fragments of Mirror Lake is a modern pastel on paper work with a warm palette and tags nature, flowers, portrait, black.","[0.47172523634072566, -0.08894965355555576, 0.49061291296253934, 0.2919282172272245, -0.07740178934539776, 0.3049628668800429, -0.4929110408033148, -0.3188815830196671]"
100089,item_0089,artist_022,Thomas Khan,Memory of Summer Window,portrait,Ink on paper,Spanish,European Paintings,Drawings,1922,135.89,0.4688,0.074,0.5209,65.48,0.4819,1,True,Painting,Spanish,20th century,nature|violet,violet,neutral,"Memory of Summer Window is a portrait ink on paper work with a neutral palette and tags nature, violet.","[0.10279861838598939, -0.10662168802114073, -0.23416240144646686, -0.5748919896837249, -0.005507191661462682, 0.6883099160053279, 0.33250606814921635, -0.0914892015118734]"
100090,item_0090,artist_031,Leila Hart,Fragments of Quiet Street,modern,Pastel on paper,Japanese,European Paintings,Drawings,1999,31.63,0.884,0.289,0.4198,15.55,0.4916,1,True,Painting,Japanese,20th century,dreamlike|garden|sea|violet,violet,high-contrast,"Fragments of Quiet Street is a modern pastel on paper work with a high-contrast palette and tags garden, sea, dreamlike, violet.","[-0.07039941459993587, 0.11419305528619704, 0.8020534673927254, -0.249662683670636, 0.4639920327783003, -0.08427691709972877, -0.006641877311764978, -0.23226564008938116]"
100091,item_0091,artist_019,Thomas Hart,View of Quiet Street,portrait,Mixed media,American,Asian Art,Photography,2014,60.43,1.1647,0.136,0.2769,26.16,0.4329,1,True,Painting,American,21th century,green|portrait,green,neutral,"View of Quiet Street is a portrait mixed media work with a neutral palette and tags portrait, green.","[-0.6770233098333974, -0.22922910909437497, 0.34414074947713846, -0.5434612834052189, 0.12719342730798994, 0.13435425187972894, 0.20209580993795348, -0.015442819937772146]"
100092,item_0092,artist_029,Thomas Bellamy,View of Harbor Light,abstract,Oil on canvas,Spanish,European Paintings,Photography,1895,33.22,-1.0097,0.1487,0.258,13.94,0.4196,1,True,Painting,Spanish,19th century,garden|minimal|violet,violet,earth,"View of Harbor Light is a abstract oil on canvas work with a earth palette and tags garden, minimal, violet.","[0.4772340127183408, -0.09503412026470119, -0.21428703815888508, 0.022305142198325224, -0.27760779144163816, -0.7564221119497768, 0.11303795656120685, 0.23405486791898925]"
100093,item_0093,artist_006,Elena Valette,Fragments of Mirror Lake,portrait,Ink on paper,French,European Paintings,Photography,2014,174.2,-1.5632,0.2928,0.7048,99.93,0.5737,1,True,Painting,French,21th century,architecture|blue|gold|urban,blue,neutral,"Fragments of Mirror Lake is a portrait ink on paper work with a neutral palette and tags urban, blue, gold, architecture.","[-0.17770213213942979, -0.21985448753987294, -0.13280078979690127, -0.26225684301362495, 0.03374610761240087, 0.9054357273124695, 0.08887780087215501, -0.06942142742569633]"
100094,item_0094,artist_018,Noah Dubois,Echoes of Red Horizon,surrealism,Ink on paper,French,Drawings and Prints,Prints,1898,232.27,0.8528,0.2995,0.5147,85.28,0.3672,1,True,Painting,French,19th century,dreamlike|green|nature|night,green,high-contrast,"Echoes of Red Horizon is a surrealism ink on paper work with a high-contrast palette and tags dreamlike, night, nature, green.","[0.02752270696429287, -0.34947611774768556, 0.22335637770975972, -0.16234719896317676, 0.45517823681328873, 0.2624325830451985, -0.10869131130078435, 0.716234856297915]"
100095,item_0095,artist_021,Amira Valette,Portrait of Harbor Light,landscape,Gouache on board,Japanese,Photographs,Drawings,1974,94.04,0.4283,0.118,0.6582,40.42,0.4298,1,True,Painting,Japanese,20th century,architecture|dreamlike|red,red,warm,"Portrait of Harbor Light is a landscape gouache on board work with a warm palette and tags dreamlike, architecture, red.","[-0.28535193490685407, 0.12655424089562584, 0.6161988934452397, -0.31893558925884047, 0.007235792529030337, 0.42191429321830315, 0.47413886225572077, 0.13515036723881652]"
100096,item_0096,artist_033,Sofia Bellamy,Portrait of Red Horizon,impressionism,Mixed media,Spanish,Drawings and Prints,Drawings,2015,625.41,-0.0912,0.0968,0.5268,283.04,0.4526,1,True,Painting,Spanish,21th century,blue|gold|night,gold,warm,"Portrait of Red Horizon is a impressionism mixed media work with a warm palette and tags blue, night, gold.","[-0.10503343885414974, 0.5762642789627985, 0.09046851034820115, 0.537671498799851, 0.10432528261788257, -0.09031047058976867, -0.5815090826798945, -0.04919050320588012]"
100097,item_0097,artist_004,Sofia Ito,View of Mirror Lake,contemporary,Acrylic on canvas,French,Modern and Contemporary Art,Drawings,2014,106.77,0.3244,0.0467,0.6033,55.95,0.524,1,True,Painting,French,21th century,architecture|blue|figure|movement,blue,neutral,"View of Mirror Lake is a contemporary acrylic on canvas work with a neutral palette and tags figure, architecture, movement, blue.","[0.40762508810512293, -0.08133458397130498, 0.30713867524671556, 0.8044579010405377, 0.25191450537894505, -0.1089153867713839, 0.10187754756802217, -0.00610553709031824]"
100098,item_0098,artist_028,Mila Hart,Fragments of Evening Field,modern,Acrylic on canvas,French,Modern and Contemporary Art,Drawings,1945,291.24,0.4892,0.1905,0.328,107.15,0.3679,1,True,Painting,French,20th century,portrait|sea|white,white,warm,"Fragments of Evening Field is a modern acrylic on canvas work with a warm palette and tags sea, portrait, white.","[0.25917659070128607, -0.4003758828331243, 0.5333605583529871, 0.5767549251608266, -0.297559125960329, -0.20160240521599265, 0.15286732186353721, 0.0534184992091643]"
100099,item_0099,artist_023,Ari Dubois,Dream of Red Horizon,surrealism,Acrylic on canvas,British,Asian Art,Drawings,1957,388.07,-0.4355,0.2578,0.1721,222.91,0.5744,1,True,Painting,British,20th century,garden|gold|movement,gold,earth,"Dream of Red Horizon is a surrealism acrylic on canvas work with a earth palette and tags movement, garden, gold.","[0.34112035658149237, -0.03709256851173685, -0.6694560124036829, 0.2611126656837198, -0.16494854146296167, -0.02789565963786415, 0.1022917768175654, 0.5722412683248633]"
100100,item_0100,artist_023,Ari Dubois,Fragments of Quiet Street,contemporary,Pastel on paper,British,European Paintings,Photography,2017,94.7,-1.0678,0.1932,0.5129,52.68,0.5563,1,True,Painting,British,21th century,portrait|white,white,earth,"Fragments of Quiet Street is a contemporary pastel on paper work with a earth palette and tags portrait, white.","[0.12492600227008326, 0.6252242585063361, -0.07600783038908658, 0.44807225001752876, -0.006605220601682103, -0.10312100869438795, 0.27208547698664537, -0.5497582284255719]"
100101,item_0101,artist_014,Noah Khan,Light over Red Horizon,minimalist,Acrylic on canvas,Japanese,Asian Art,Paintings,1991,25.31,0.6779,0.2085,0.3168,13.63,0.5385,1,True,Painting,Japanese,20th century,blue|flowers,blue,high-contrast,"Light over Red Horizon is a minimalist acrylic on canvas work with a high-contrast palette and tags flowers, blue.","[0.02157725115742518, 0.35787817014636125, -0.28564045132662425, 0.07342167864678836, 0.8137388899214494, 0.15434548025083109, 0.058394344648181946, 0.30833912900850824]"
100102,item_0102,artist_021,Amira Valette,Composition in Falling City,landscape,Acrylic on canvas,American,Drawings and Prints,Paintings,2005,242.79,0.5515,0.1141,0.6484,65.44,0.2695,1,True,Painting,American,21th century,figure|green|minimal|urban,green,cool,"Composition in Falling City is a landscape acrylic on canvas work with a cool palette and tags figure, urban, minimal, green.","[0.35499051306803214, 0.16064263226381095, 0.016328539853559716, -0.3467652228434487, -0.053263254993404445, -0.18253110732151412, 0.8306977985441102, -0.038072649547289644]"
100103,item_0103,artist_007,Noah Mercer,Composition in Blue Garden,abstract,Watercolor on paper,French,Modern and Contemporary Art,Photography,1897,171.79,-0.7522,0.1497,0.3529,52.49,0.3056,1,True,Painting,French,19th century,blue|flowers,blue,neutral,"Composition in Blue Garden is a abstract watercolor on paper work with a neutral palette and tags flowers, blue.","[0.413183714179658, -0.2312148809959523, -0.46960091397671094, -0.027750812936004236, -0.5024598507646971, 0.25379971766131443, 0.027528480820381035, -0.48670910658375954]"
100104,item_0104,artist_032,Jonas Silva,Composition in Summer Window,surrealism,Pastel on paper,Italian,Photographs,Paintings,1959,51.99,-1.5841,0.1818,0.3749,15.97,0.3071,1,True,Painting,Italian,20th century,blue|red|sea,red,earth,"Composition in Summer Window is a surrealism pastel on paper work with a earth palette and tags blue, sea, red.","[-0.12985196880891, -0.3239750812437554, 0.4379248452382856, 0.008673641755377449, 0.7737668338438851, -0.024688384071870195, -0.2883149308554437, 0.062250145506570695]"
100105,item_0105,artist_024,Mila Mercer,Memory of Summer Window,landscape,Ink on paper,British,European Paintings,Paintings,1980,198.07,0.0769,0.1883,0.1274,46.68,0.2357,1,True,Painting,British,20th century,architecture|blue|gold,gold,high-contrast,"Memory of Summer Window is a landscape ink on paper work with a high-contrast palette and tags architecture, blue, gold.","[0.4558132875324658, 0.2535579000718943, -0.07592002935580144, -0.251961332692711, -0.6083696207908278, -0.20332182391096354, 0.4115149208917284, -0.2790992360285304]"
100106,item_0106,artist_002,Ari Valette,Dream of Summer Window,portrait,Pastel on paper,Dutch,Drawings and Prints,Drawings,1929,214.23,-0.2081,0.298,0.7401,89.24,0.4166,1,True,Painting,Dutch,20th century,architecture|garden|geometry|violet,violet,neutral,"Dream of Summer Window is a portrait pastel on paper work with a neutral palette and tags geometry, architecture, garden, violet.","[0.2611344098201798, 0.08599197474403632, 0.35144267640079246, 0.10586906586895184, -0.22581928174119603, 0.7478314599047848, -0.4217172911717996, 0.04002837808336357]"
100107,item_0107,artist_012,Jonas Ito,Composition in Mirror Lake,modern,Oil on canvas,British,Modern and Contemporary Art,Paintings,2016,670.22,-0.25,0.1973,0.9138,223.59,0.3336,1,True,Painting,British,21th century,figure|green|movement,green,warm,"Composition in Mirror Lake is a modern oil on canvas work with a warm palette and tags figure, movement, green.","[0.32251021818756676, 0.14211514111286003, 0.3394704989939839, 0.5905943068091813, -0.3970882622124394, 0.30577586397616197, 0.332864639647145, -0.22309584150057127]"
100108,item_0108,artist_017,Ari Khan,Portrait of Falling City,contemporary,Pastel on paper,Japanese,European Paintings,Prints,1987,627.58,1.3957,0.1279,0.4065,318.66,0.5078,1,True,Painting,Japanese,20th century,flowers|geometry|gold|night,gold,warm,"Portrait of Falling City is a contemporary pastel on paper work with a warm palette and tags geometry, flowers, night, gold.","[0.38820493114591575, 0.4236057313704226, -0.4101691005626507, 0.4721610366271232, -0.4157102150900647, -0.08080355476028717, -0.1158112126896545, 0.29312786389039674]"
100109,item_0109,artist_005,Jonas Mercer,View of Red Horizon,surrealism,Watercolor on paper,Japanese,European Paintings,Photography,1931,155.17,-0.1096,0.1887,0.2237,67.79,0.4369,1,True,Painting,Japanese,20th century,nature|night|portrait|violet,violet,high-contrast,"View of Red Horizon is a surrealism watercolor on paper work with a high-contrast palette and tags portrait, night, nature, violet.","[-0.012828522030752812, 0.13610871309877434, -0.3933239485482216, 0.20601857616706146, -0.23020201664325912, -0.007021244482587418, 0.2653974101734463, 0.8128249576180252]"
100110,item_0110,artist_028,Mila Hart,Portrait of Mirror Lake,minimalist,Ink on paper,Spanish,Asian Art,Drawings,1975,84.65,0.1429,0.244,0.1941,32.25,0.381,1,True,Painting,Spanish,20th century,dreamlike|flowers|portrait|white,white,neutral,"Portrait of Mirror Lake is a minimalist ink on paper work with a neutral palette and tags flowers, portrait, dreamlike, white.","[0.23934411984483064, -0.11463839161586349, 0.4028677945561868, 0.12694042045874426, 0.5355081003554323, 0.1537524016695465, -0.5394613586896096, -0.38694807920085506]"
